PERIODO,DEPARTAMENTO,Municipio,CODIGO PLANTEL EDUCATIVO,GRADO,TOTAL INSCRITOS,TOTAL EVALUADOS,CLASIFICACION,INDICE TOTAL,APROBACIÓN,POBLACIÓN DANE,No. ACCESOS FIJOS A INTERNET,REPITENCIA,DESERCIÓN,COBERTURA_NETA,REPROBACIÓN
2022,cundinamarca,fusagasugá,325290002334,11.0,69.0,67.0,A,0.74,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,facatativá,325269000992,11.0,98.0,98.0,A,0.77,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,bolivar,el peñón,213667000142,11.0,49.0,47.0,D,0.55,92.3,6024,50,3.37,3.3,78.98,4.4
2022,cundinamarca,villeta,325875000451,11.0,67.0,67.0,A,0.75,95.84,28051,3591,2.98,3.08,99.37,1.09
2022,cundinamarca,el peñón,125258000312,11.0,49.0,48.0,B,0.69,92.3,6024,50,3.37,3.3,78.98,4.4
2022,cundinamarca,cota,325214000012,11.0,36.0,36.0,A,0.76,92.22,34237,8256,3.65,3.12,191.43,4.66
2022,cundinamarca,sibaté,425740000498,11.0,36.0,36.0,B,0.7,92.81,34994,5347,5.73,3.34,90.0,3.85
2022,nariño,ricaurte,252612001111,11.0,60.0,58.0,D,0.52,92.22,16665,1181,6.02,3.51,77.44,3.56
2022,cundinamarca,topaipí,225823000458,11.0,51.0,50.0,D,0.61,97.02,4294,57,1.85,2.41,79.33,0.57
2022,cundinamarca,tocancipá,425817000381,11.0,11.0,11.0,A+,0.85,93.61,41585,7638,4.21,1.96,97.26,4.43
2022,cundinamarca,carmen de carupa,225154000064,11.0,19.0,19.0,C,0.65,95.78,7882,218,3.07,1.59,78.32,2.63
2022,cauca,la vega,219397000399,11.0,25.0,24.0,D,0.57,91.96,21332,595,3.04,3.68,74.42,4.36
2022,cundinamarca,san antonio del tequendama,425645000332,11.0,11.0,11.0,A,0.73,94.94,12358,197,5.27,2.6,82.12,2.45
2022,cundinamarca,quipile,225596000497,11.0,36.0,36.0,D,0.62,95.01,6532,38,2.83,2.72,82.04,2.28
2022,cundinamarca,sopó,425758800009,11.0,61.0,57.0,A+,0.87,92.28,27000,3885,3.44,2.09,93.06,5.63
2022,cundinamarca,facatativá,325269003854,11.0,57.0,51.0,D,0.61,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cundinamarca,tena,225797000207,11.0,126.0,126.0,B,0.71,94.71,9975,129,4.09,2.48,77.02,2.8
2022,cundinamarca,villapinzón,125873000209,11.0,528.0,511.0,B,0.68,95.98,17908,593,6.21,2.5,95.19,1.51
2022,cundinamarca,madrid,325430000833,11.0,99.0,99.0,A,0.72,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,funza,325286800013,11.0,28.0,26.0,B,0.69,92.22,97629,21449,2.64,3.25,104.56,4.53
2022,cundinamarca,tena,425797000184,11.0,17.0,16.0,C,0.66,94.71,9975,129,4.09,2.48,77.02,2.8
2022,cundinamarca,fusagasugá,125290000839,11.0,539.0,532.0,B,0.71,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,soacha,325754005099,11.0,147.0,147.0,A,0.76,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,sesquilé,225736000051,11.0,109.0,108.0,B,0.69,96.78,11941,1202,2.27,2.51,85.92,0.71
2022,nariño,mosquera,252473001062,11.0,7.0,7.0,SC,0.71,91.81,73390,16253,4.17,2.51,79.68,5.73
2022,cundinamarca,soacha,125754000713,11.0,357.0,344.0,C,0.67,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,madrid,325430000876,11.0,179.0,178.0,B,0.72,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,zipaquirá,325899000745,11.0,126.0,126.0,A+,0.79,84.19,136724,26371,4.83,4.34,90.64,11.47
2022,cundinamarca,subachoque,325769000379,11.0,113.0,113.0,A+,0.79,95.59,16090,1208,1.73,3.07,125.39,1.33
2022,cundinamarca,soacha,125754000331,11.0,888.0,880.0,B,0.69,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,cáqueza,125151000531,11.0,296.0,291.0,B,0.71,93.25,0,0,3.18,3.51,88.73,3.24
2022,cundinamarca,zipaquirá,125899000631,11.0,266.0,265.0,A,0.75,84.19,136724,26371,4.83,4.34,90.64,11.47
2022,cundinamarca,soacha,325754000046,11.0,103.0,103.0,A+,0.8,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,funza,325286000637,11.0,69.0,69.0,A,0.74,92.22,97629,21449,2.64,3.25,104.56,4.53
2022,cundinamarca,madrid,325430000060,11.0,216.0,215.0,A,0.75,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,mosquera,125473001028,11.0,371.0,366.0,A,0.72,91.81,73390,16253,4.17,2.51,79.68,5.73
2022,cundinamarca,soacha,325754003363,11.0,83.0,83.0,C,0.67,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,madrid,325430000205,11.0,70.0,70.0,A+,0.78,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,soacha,325754004122,11.0,151.0,150.0,A,0.76,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,zipaquirá,325899001415,11.0,199.0,199.0,A,0.77,84.19,136724,26371,4.83,4.34,90.64,11.47
2022,cundinamarca,el rosal,325260000574,11.0,41.0,41.0,A,0.72,95.22,22750,1322,4.03,3.16,97.0,1.62
2022,cundinamarca,arbeláez,225053000187,11.0,43.0,43.0,B,0.69,95.24,11252,382,6.01,3.13,81.8,1.64
2022,cundinamarca,suesca,225772000270,11.0,93.0,92.0,C,0.65,92.95,17782,760,2.9,3.5,74.99,3.54
2022,cundinamarca,la vega,125402003062,11.0,330.0,328.0,B,0.71,91.96,21332,595,3.04,3.68,74.42,4.36
2022,cundinamarca,fusagasugá,325290001214,11.0,181.0,180.0,A+,0.79,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,guachetá,125317000232,11.0,106.0,106.0,B,0.69,96.78,13841,672,2.96,3.02,99.13,0.21
2022,cundinamarca,soacha,325754800018,11.0,36.0,35.0,A+,0.78,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,zipaquirá,125899000461,11.0,301.0,295.0,C,0.66,84.19,136724,26371,4.83,4.34,90.64,11.47
2022,nariño,ricaurte,252612000076,11.0,119.0,112.0,D,0.53,92.22,16665,1181,6.02,3.51,77.44,3.56
2022,cundinamarca,quebradanegra,225592000221,11.0,96.0,95.0,B,0.69,93.27,4898,73,2.46,2.46,86.89,4.26
2022,cundinamarca,nemocón,225486000131,11.0,76.0,75.0,B,0.68,95.89,13766,959,2.32,3.23,93.79,0.88
2022,cundinamarca,sibaté,225740000189,11.0,76.0,76.0,B,0.7,92.81,34994,5347,5.73,3.34,90.0,3.85
2022,cundinamarca,cota,425214047447,11.0,47.0,46.0,A+,0.82,92.22,34237,8256,3.65,3.12,191.43,4.66
2022,cundinamarca,soacha,325754002162,11.0,119.0,119.0,A,0.75,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,san bernardo,125649000341,11.0,57.0,56.0,B,0.71,95.88,9088,151,4.98,2.25,72.85,1.66
2022,cundinamarca,fusagasugá,325290002296,11.0,175.0,174.0,B,0.71,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,madrid,325430001368,11.0,53.0,51.0,B,0.71,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,madrid,325430000795,11.0,105.0,105.0,B,0.72,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,madrid,425430001265,11.0,56.0,55.0,A+,0.8,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,ubalá,225839000270,11.0,56.0,54.0,C,0.63,96.29,8004,108,2.83,2.13,90.43,1.59
2022,cundinamarca,paratebueno,225530000267,11.0,47.0,45.0,C,0.63,93.01,8698,148,3.04,4.2,102.95,2.79
2022,cundinamarca,choachí,225181000149,11.0,122.0,121.0,B,0.7,96.65,11408,498,2.7,1.64,98.3,1.7
2022,cundinamarca,jerusalén,125368000164,11.0,58.0,56.0,C,0.64,93.63,2378,39,4.13,1.89,84.16,4.48
2022,cundinamarca,fusagasugá,425290001979,11.0,79.0,77.0,A,0.73,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,girardot,325307800043,11.0,21.0,18.0,A+,0.77,87.04,105557,20344,3.45,5.02,96.97,7.94
2022,cundinamarca,cogua,225200000058,11.0,55.0,55.0,A,0.76,96.12,23055,1820,3.55,2.42,86.5,1.46
2022,cundinamarca,mosquera,325473000951,11.0,51.0,51.0,A,0.74,91.81,73390,16253,4.17,2.51,79.68,5.73
2022,cundinamarca,chipaque,225178000375,11.0,52.0,50.0,C,0.63,93.78,9858,233,8.02,2.01,85.1,4.21
2022,cundinamarca,facatativá,325269003720,11.0,26.0,26.0,A+,0.82,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cundinamarca,subachoque,325769060576,11.0,81.0,81.0,A,0.74,95.59,16090,1208,1.73,3.07,125.39,1.33
2022,cundinamarca,paratebueno,225530000348,11.0,84.0,83.0,B,0.68,93.01,8698,148,3.04,4.2,102.95,2.79
2022,cundinamarca,soacha,325754002154,11.0,68.0,68.0,A,0.74,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,guaduas,325320001087,11.0,53.0,52.0,B,0.72,95.55,31860,1564,3.79,2.59,77.96,1.86
2022,cundinamarca,supatá,225777000189,11.0,60.0,59.0,C,0.65,97.31,5412,172,1.7,1.9,82.83,0.79
2022,cundinamarca,facatativá,325269000445,11.0,56.0,55.0,A+,0.8,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cundinamarca,fusagasugá,225290001198,11.0,64.0,61.0,C,0.65,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,silvania,225743000619,11.0,47.0,46.0,C,0.66,95.95,22557,1198,2.04,3.57,84.38,0.48
2022,cundinamarca,anolaima,125040000582,11.0,81.0,79.0,B,0.7,94.34,14376,609,3.77,3.05,102.62,2.61
2022,cundinamarca,guataquí,225324000064,11.0,14.0,14.0,D,0.53,94.6,2950,48,2.93,3.81,80.44,1.88
2022,cundinamarca,funza,325286000742,11.0,8.0,8.0,SC,0.7,92.22,97629,21449,2.64,3.25,104.56,4.53
2022,cundinamarca,caparrapí,225148001571,11.0,44.0,42.0,D,0.62,95.7,13049,424,2.56,2.22,77.16,2.09
2022,cundinamarca,ubalá,225839000911,11.0,67.0,65.0,D,0.61,96.29,8004,108,2.83,2.13,90.43,1.59
2022,cundinamarca,chocontá,325183000566,11.0,19.0,17.0,A,0.74,96.24,21454,1225,3.35,1.92,83.58,1.84
2022,cundinamarca,paime,125518000656,11.0,55.0,52.0,D,0.58,95.34,4344,35,2.0,3.74,85.6,0.91
2022,cundinamarca,cota,425214000262,11.0,35.0,35.0,A,0.75,92.22,34237,8256,3.65,3.12,191.43,4.66
2022,cundinamarca,zipacón,225898800000,11.0,32.0,31.0,C,0.66,95.1,4862,60,2.39,2.87,75.24,2.03
2022,cundinamarca,junín,225372000777,11.0,26.0,24.0,D,0.58,97.68,6047,90,2.85,1.34,72.35,0.98
2022,cundinamarca,fusagasugá,325290002458,11.0,8.0,8.0,SC,0.67,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,carmen de carupa,225154000188,11.0,41.0,40.0,C,0.66,95.78,7882,218,3.07,1.59,78.32,2.63
2022,cundinamarca,guayabal de síquima,125328000153,11.0,100.0,97.0,C,0.65,93.25,0,0,3.18,3.51,88.73,3.24
2022,cundinamarca,la mesa,325386000626,11.0,29.0,29.0,A,0.74,95.24,34181,3006,3.44,3.96,91.71,0.8
2022,cundinamarca,cota,311001002347,11.0,173.0,169.0,A+,0.87,92.22,34237,8256,3.65,3.12,191.43,4.66
2022,cundinamarca,tenjo,425799000459,11.0,128.0,124.0,A+,0.84,90.73,22915,2582,3.24,3.63,145.05,5.64
2022,cundinamarca,cota,311001046816,11.0,78.0,75.0,A+,0.83,92.22,34237,8256,3.65,3.12,191.43,4.66
2022,cundinamarca,soacha,325754800077,11.0,15.0,12.0,D,0.58,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,la calera,411001076558,11.0,76.0,72.0,A+,0.8,92.88,31209,7026,5.17,2.89,138.75,4.23
2022,cundinamarca,girardot,225307000824,11.0,265.0,257.0,C,0.63,87.04,105557,20344,3.45,5.02,96.97,7.94
2022,cundinamarca,tocancipá,325817000246,11.0,161.0,160.0,A,0.76,93.61,41585,7638,4.21,1.96,97.26,4.43
2022,cundinamarca,soacha,125754001957,11.0,335.0,327.0,C,0.63,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,mosquera,125473000781,11.0,426.0,412.0,B,0.72,91.81,73390,16253,4.17,2.51,79.68,5.73
2022,cundinamarca,soacha,325754001590,11.0,323.0,315.0,C,0.67,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,tocancipá,125817000115,11.0,452.0,447.0,B,0.7,93.61,41585,7638,4.21,1.96,97.26,4.43
2022,cundinamarca,yacopí,225885002031,11.0,74.0,71.0,C,0.62,96.38,12782,134,3.34,2.95,80.12,0.68
2022,cundinamarca,zipaquirá,325899000443,11.0,183.0,182.0,A+,0.78,84.19,136724,26371,4.83,4.34,90.64,11.47
2022,cundinamarca,subachoque,425769060643,11.0,142.0,142.0,A+,0.86,95.59,16090,1208,1.73,3.07,125.39,1.33
2022,cundinamarca,caparrapí,125148000481,11.0,186.0,185.0,B,0.68,95.7,13049,424,2.56,2.22,77.16,2.09
2022,cundinamarca,gachalá,125293000449,11.0,84.0,84.0,B,0.67,93.25,0,0,3.18,3.51,88.73,3.24
2022,cundinamarca,facatativá,125269001124,11.0,255.0,252.0,B,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cundinamarca,madrid,125430000842,11.0,515.0,510.0,B,0.71,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,funza,325286000823,11.0,80.0,80.0,A+,0.78,92.22,97629,21449,2.64,3.25,104.56,4.53
2022,cundinamarca,soacha,325754004076,11.0,93.0,93.0,B,0.72,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,soacha,325754003886,11.0,97.0,97.0,B,0.7,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,facatativá,125269003712,11.0,118.0,115.0,A,0.73,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cundinamarca,guaduas,125320000618,11.0,446.0,439.0,C,0.67,95.55,31860,1564,3.79,2.59,77.96,1.86
2022,cundinamarca,fusagasugá,325290001851,11.0,179.0,179.0,A+,0.78,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,medina,125438000213,11.0,195.0,195.0,B,0.69,94.89,8313,164,2.41,4.33,81.18,0.78
2022,cundinamarca,tocancipá,325817000211,11.0,64.0,64.0,B,0.71,93.61,41585,7638,4.21,1.96,97.26,4.43
2022,cundinamarca,soacha,325754005196,11.0,192.0,191.0,B,0.72,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,facatativá,325269004033,11.0,11.0,10.0,D,0.61,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cundinamarca,guasca,125322000216,11.0,222.0,219.0,B,0.69,94.27,16038,935,3.37,2.94,94.35,2.79
2022,cundinamarca,san antonio del tequendama,225645000244,11.0,179.0,177.0,A,0.73,94.94,12358,197,5.27,2.6,82.12,2.45
2022,cundinamarca,arbeláez,125053000018,11.0,217.0,210.0,C,0.67,95.24,11252,382,6.01,3.13,81.8,1.64
2022,cundinamarca,tocancipá,225817000021,11.0,171.0,168.0,C,0.67,93.61,41585,7638,4.21,1.96,97.26,4.43
2022,cundinamarca,anolaima,225040000544,11.0,85.0,84.0,A,0.72,94.34,14376,609,3.77,3.05,102.62,2.61
2022,cundinamarca,la calera,325377000516,11.0,36.0,35.0,A,0.77,92.88,31209,7026,5.17,2.89,138.75,4.23
2022,cundinamarca,suesca,225772000067,11.0,67.0,65.0,C,0.65,92.95,17782,760,2.9,3.5,74.99,3.54
2022,cundinamarca,el rosal,225769000498,11.0,202.0,201.0,B,0.72,95.22,22750,1322,4.03,3.16,97.0,1.62
2022,cundinamarca,une,125845000244,11.0,206.0,203.0,C,0.67,96.53,7226,224,3.72,1.67,77.48,1.81
2022,cundinamarca,soacha,325754001361,11.0,60.0,60.0,A+,0.77,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,fusagasugá,225290001643,11.0,85.0,82.0,B,0.69,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,fusagasugá,125290001835,11.0,170.0,168.0,C,0.65,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,soacha,325754003878,11.0,124.0,124.0,A,0.76,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,cachipay,125123000134,11.0,107.0,106.0,B,0.68,96.09,10376,180,3.89,3.4,70.04,0.51
2022,cundinamarca,villeta,225875000553,11.0,72.0,71.0,B,0.67,95.84,28051,3591,2.98,3.08,99.37,1.09
2022,cundinamarca,zipaquirá,125899000134,11.0,172.0,168.0,C,0.66,84.19,136724,26371,4.83,4.34,90.64,11.47
2022,cundinamarca,subachoque,125769000213,11.0,332.0,330.0,B,0.7,95.59,16090,1208,1.73,3.07,125.39,1.33
2022,cundinamarca,san cayetano,125653000305,11.0,101.0,99.0,C,0.65,93.21,6177,74,2.34,3.39,85.17,3.43
2022,cundinamarca,la peña,225398000147,11.0,63.0,58.0,D,0.61,96.37,6136,52,1.86,1.33,78.0,2.3
2022,nariño,albán,152019000251,11.0,258.0,254.0,B,0.68,94.25,8241,304,2.0,3.76,70.36,1.99
2022,cundinamarca,girardot,325307000055,11.0,215.0,214.0,A,0.73,87.04,105557,20344,3.45,5.02,96.97,7.94
2022,cundinamarca,zipaquirá,325899001431,11.0,67.0,67.0,A+,0.82,84.19,136724,26371,4.83,4.34,90.64,11.47
2022,cundinamarca,pasca,225535000010,11.0,101.0,99.0,C,0.63,93.52,9471,166,2.8,2.76,99.12,3.71
2022,cundinamarca,soacha,325754003410,11.0,373.0,372.0,A,0.74,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,fusagasugá,225290001317,11.0,89.0,85.0,C,0.66,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,guachetá,325317000240,11.0,160.0,157.0,C,0.67,96.78,13841,672,2.96,3.02,99.13,0.21
2022,cundinamarca,zipaquirá,225899000295,11.0,102.0,102.0,B,0.69,84.19,136724,26371,4.83,4.34,90.64,11.47
2022,cundinamarca,tocancipá,325817000289,11.0,78.0,78.0,A,0.76,93.61,41585,7638,4.21,1.96,97.26,4.43
2022,cundinamarca,girardot,125307000161,11.0,162.0,159.0,C,0.63,87.04,105557,20344,3.45,5.02,96.97,7.94
2022,cundinamarca,madrid,325430000167,11.0,99.0,96.0,A,0.73,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,soacha,325754004629,11.0,51.0,51.0,A,0.74,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,sibaté,325740000027,11.0,110.0,110.0,A,0.76,92.81,34994,5347,5.73,3.34,90.0,3.85
2022,cundinamarca,madrid,325430800091,11.0,61.0,61.0,B,0.7,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,viotá,125878000029,11.0,171.0,167.0,C,0.66,94.69,13761,441,3.57,2.73,101.43,2.58
2022,cundinamarca,apulo,125599000060,11.0,160.0,152.0,C,0.62,96.76,8527,445,3.19,2.25,78.06,0.98
2022,cundinamarca,sibaté,325740000469,11.0,64.0,64.0,B,0.71,92.81,34994,5347,5.73,3.34,90.0,3.85
2022,cundinamarca,sasaima,225718000175,11.0,60.0,58.0,C,0.65,95.69,11164,874,3.18,2.77,97.65,1.54
2022,cundinamarca,tabio,425785000405,11.0,36.0,36.0,A+,0.8,96.95,22653,3487,2.4,2.06,83.91,1.0
2022,cundinamarca,pacho,225513000776,11.0,57.0,56.0,C,0.62,95.04,25419,1632,2.01,2.89,89.36,2.07
2022,cundinamarca,tabio,325785000320,11.0,56.0,56.0,A+,0.77,96.95,22653,3487,2.4,2.06,83.91,1.0
2022,cundinamarca,san cayetano,225653000032,11.0,32.0,32.0,C,0.62,93.21,6177,74,2.34,3.39,85.17,3.43
2022,cauca,la vega,219397000461,11.0,83.0,82.0,C,0.64,91.96,21332,595,3.04,3.68,74.42,4.36
2022,cundinamarca,girardot,325307002023,11.0,29.0,29.0,A,0.73,87.04,105557,20344,3.45,5.02,96.97,7.94
2022,antioquia,venecia,105861000199,11.0,170.0,168.0,C,0.64,93.14,8101,729,4.23,4.57,102.3,2.29
2022,cundinamarca,tenjo,325799000250,11.0,24.0,24.0,A,0.73,90.73,22915,2582,3.24,3.63,145.05,5.64
2022,santander,el peñón,268101000446,11.0,77.0,76.0,C,0.64,92.3,6024,50,3.37,3.3,78.98,4.4
2022,cundinamarca,girardot,325307000373,11.0,48.0,48.0,B,0.7,87.04,105557,20344,3.45,5.02,96.97,7.94
2022,cundinamarca,pacho,325513001254,11.0,11.0,11.0,A,0.77,95.04,25419,1632,2.01,2.89,89.36,2.07
2022,cundinamarca,soacha,325754000721,11.0,68.0,68.0,A,0.77,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,soacha,325754004050,11.0,19.0,19.0,B,0.69,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,fosca,125281000303,11.0,35.0,34.0,D,0.61,95.57,6006,146,5.36,2.57,82.07,1.86
2022,cundinamarca,facatativá,425269004259,11.0,47.0,47.0,A+,0.81,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cundinamarca,facatativá,325269003981,11.0,2.0,1.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cauca,la vega,219397092111,11.0,49.0,49.0,D,0.61,91.96,21332,595,3.04,3.68,74.42,4.36
2022,cundinamarca,nemocón,325486000259,11.0,9.0,9.0,A,0.76,95.89,13766,959,2.32,3.23,93.79,0.88
2022,cundinamarca,pacho,125513000950,11.0,125.0,123.0,B,0.69,95.04,25419,1632,2.01,2.89,89.36,2.07
2022,cundinamarca,tabio,325785800016,11.0,22.0,20.0,C,0.66,96.95,22653,3487,2.4,2.06,83.91,1.0
2022,cundinamarca,la calera,325377076709,11.0,4.0,4.0,SC,0.75,92.88,31209,7026,5.17,2.89,138.75,4.23
2022,cundinamarca,silvania,225743000562,11.0,209.0,204.0,C,0.65,95.95,22557,1198,2.04,3.57,84.38,0.48
2022,cundinamarca,fusagasugá,125290000049,11.0,436.0,429.0,B,0.7,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,soacha,125754001418,11.0,342.0,336.0,B,0.68,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,soacha,125754001035,11.0,879.0,861.0,B,0.68,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,meta,granada,150313000097,11.0,194.0,192.0,B,0.72,91.22,29451,1884,3.86,3.89,90.62,4.89
2022,cundinamarca,girardot,225307000204,11.0,117.0,115.0,C,0.63,87.04,105557,20344,3.45,5.02,96.97,7.94
2022,cundinamarca,funza,125286000697,11.0,440.0,432.0,B,0.69,92.22,97629,21449,2.64,3.25,104.56,4.53
2022,cundinamarca,la peña,125398000011,11.0,76.0,76.0,B,0.68,96.37,6136,52,1.86,1.33,78.0,2.3
2022,cundinamarca,quebradanegra,325592000136,11.0,44.0,44.0,B,0.7,93.27,4898,73,2.46,2.46,86.89,4.26
2022,cundinamarca,guachetá,225317000172,11.0,57.0,56.0,C,0.66,96.78,13841,672,2.96,3.02,99.13,0.21
2022,cundinamarca,funza,225286000012,11.0,285.0,285.0,B,0.71,92.22,97629,21449,2.64,3.25,104.56,4.53
2022,cundinamarca,tabio,125785000100,11.0,395.0,393.0,B,0.71,96.95,22653,3487,2.4,2.06,83.91,1.0
2022,cundinamarca,cogua,125200000274,11.0,162.0,159.0,B,0.69,96.12,23055,1820,3.55,2.42,86.5,1.46
2022,cundinamarca,facatativá,425269004372,11.0,16.0,15.0,A+,0.81,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cundinamarca,la palma,225394000045,11.0,48.0,47.0,D,0.6,98.28,9834,247,1.58,1.52,80.34,0.2
2022,cundinamarca,girardot,325307000861,11.0,129.0,127.0,A,0.75,87.04,105557,20344,3.45,5.02,96.97,7.94
2022,cundinamarca,soacha,125754001833,11.0,152.0,151.0,A,0.73,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,soacha,125754002554,11.0,337.0,331.0,C,0.63,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,soacha,325754003860,11.0,78.0,78.0,C,0.65,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,guaduas,225320000884,11.0,154.0,152.0,C,0.63,95.55,31860,1564,3.79,2.59,77.96,1.86
2022,cundinamarca,soacha,125754800256,11.0,41.0,41.0,B,0.67,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,facatativá,125269001183,11.0,271.0,269.0,B,0.72,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cundinamarca,madrid,425430000706,11.0,100.0,98.0,A,0.74,93.9,117685,26618,5.4,3.54,92.49,2.56
2022,cundinamarca,la vega,225402003059,11.0,107.0,106.0,B,0.68,91.96,21332,595,3.04,3.68,74.42,4.36
2022,cundinamarca,villeta,125875000281,11.0,273.0,268.0,B,0.68,95.84,28051,3591,2.98,3.08,99.37,1.09
2022,cundinamarca,cota,325214000179,11.0,33.0,33.0,A+,0.86,92.22,34237,8256,3.65,3.12,191.43,4.66
2022,cundinamarca,mosquera,325473000209,11.0,194.0,194.0,A,0.76,91.81,73390,16253,4.17,2.51,79.68,5.73
2022,cundinamarca,facatativá,325269000640,11.0,57.0,56.0,B,0.71,89.9,146026,21090,2.88,3.59,88.01,6.52
2022,cundinamarca,mosquera,125473001036,11.0,278.0,278.0,A,0.73,91.81,73390,16253,4.17,2.51,79.68,5.73
2022,cundinamarca,el rosal,225769000552,11.0,83.0,81.0,B,0.69,95.22,22750,1322,4.03,3.16,97.0,1.62
2022,cundinamarca,cachipay,225123000201,11.0,47.0,45.0,D,0.61,96.09,10376,180,3.89,3.4,70.04,0.51
2022,cundinamarca,zipaquirá,125899001394,11.0,86.0,82.0,C,0.65,84.19,136724,26371,4.83,4.34,90.64,11.47
2022,cundinamarca,junín,125372000322,11.0,111.0,110.0,C,0.66,97.68,6047,90,2.85,1.34,72.35,0.98
2022,cundinamarca,fusagasugá,325290001915,11.0,126.0,125.0,B,0.69,88.77,144966,30378,3.29,4.22,95.58,7.01
2022,cundinamarca,mosquera,325473000225,11.0,156.0,156.0,A+,0.79,91.81,73390,16253,4.17,2.51,79.68,5.73
2022,cundinamarca,soacha,325754002901,11.0,215.0,215.0,A,0.76,93.25,688156,128998,3.01,3.55,88.73,3.24
2022,cundinamarca,mosquera,325473000853,11.0,217.0,216.0,A+,0.87,91.81,73390,16253,4.17,2.51,79.68,5.73
2022,cundinamarca,sopó,225758000038,11.0,120.0,120.0,A,0.74,92.28,27000,3885,3.44,2.09,93.06,5.63
2022,cundinamarca,puerto salgar,125572000033,11.0,135.0,132.0,C,0.63,95.58,16124,960,1.91,4.1,89.7,0.32
2022,cundinamarca,madrid,325430000736,11.0,210.0,208.0,A,0.75,93.9,117685,26618,5.4,3.54,92.49,2.56
