PERIODO,DEPARTAMENTO,Municipio,CODIGO PLANTEL EDUCATIVO,GRADO,TOTAL INSCRITOS,TOTAL EVALUADOS,CLASIFICACION,INDICE TOTAL,APROBACIÓN,POBLACIÓN DANE,No. ACCESOS FIJOS A INTERNET,REPITENCIA,DESERCIÓN,COBERTURA_NETA,REPROBACIÓN
2021,cundinamarca,zipaquirá,325899001776,11.0,57.0,57.0,B,0.72,84.19,136724,26371,4.83,4.34,90.64,11.47
2021,cundinamarca,madrid,325430001376,11.0,83.0,83.0,A+,0.79,93.9,117685,26618,5.4,3.54,92.49,2.56
2021,cundinamarca,girardot,325307001531,11.0,19.0,19.0,C,0.63,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,soacha,325754003169,11.0,52.0,52.0,A+,0.81,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,facatativá,425269004241,11.0,64.0,64.0,A+,0.82,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,cota,325214000012,11.0,22.0,22.0,A,0.76,92.22,34237,8256,3.65,3.12,191.43,4.66
2021,cundinamarca,mosquera,325473000802,11.0,35.0,35.0,B,0.69,91.81,73390,16253,4.17,2.51,79.68,5.73
2021,cundinamarca,mosquera,325473000951,11.0,49.0,49.0,A,0.74,91.81,73390,16253,4.17,2.51,79.68,5.73
2021,cundinamarca,soacha,125754005189,11.0,449.0,443.0,C,0.66,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,fusagasugá,325290002296,11.0,178.0,178.0,B,0.71,88.77,144966,30378,3.29,4.22,95.58,7.01
2021,cundinamarca,mosquera,125473001028,11.0,331.0,326.0,B,0.71,91.81,73390,16253,4.17,2.51,79.68,5.73
2021,cundinamarca,girardot,325307001990,11.0,50.0,50.0,A,0.73,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,facatativá,325269003720,11.0,24.0,24.0,A+,0.78,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,la calera,225377000163,11.0,52.0,51.0,B,0.69,92.88,31209,7026,5.17,2.89,138.75,4.23
2021,cundinamarca,fusagasugá,325290001761,11.0,24.0,24.0,B,0.71,88.77,144966,30378,3.29,4.22,95.58,7.01
2021,cundinamarca,tabio,425785000405,11.0,17.0,17.0,A+,0.81,96.95,22653,3487,2.4,2.06,83.91,1.0
2021,cundinamarca,madrid,325430001368,11.0,27.0,26.0,B,0.7,93.9,117685,26618,5.4,3.54,92.49,2.56
2021,cauca,la vega,219397000062,11.0,27.0,24.0,D,0.59,91.96,21332,595,3.04,3.68,74.42,4.36
2021,santander,el peñón,268101000250,11.0,46.0,44.0,D,0.59,92.3,6024,50,3.37,3.3,78.98,4.4
2021,cundinamarca,carmen de carupa,225154000188,11.0,43.0,43.0,C,0.63,95.78,7882,218,3.07,1.59,78.32,2.63
2021,cundinamarca,medina,225438000056,11.0,10.0,10.0,C,0.64,94.89,8313,164,2.41,4.33,81.18,0.78
2021,cundinamarca,nemocón,325486000259,11.0,5.0,5.0,SC,0.67,95.89,13766,959,2.32,3.23,93.79,0.88
2021,cundinamarca,facatativá,325269000976,11.0,65.0,65.0,B,0.7,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,el rosal,325260000655,11.0,57.0,57.0,C,0.67,95.22,22750,1322,4.03,3.16,97.0,1.62
2021,cundinamarca,carmen de carupa,225154000064,11.0,7.0,7.0,SC,0.63,95.78,7882,218,3.07,1.59,78.32,2.63
2021,cundinamarca,soacha,325754002057,11.0,63.0,63.0,B,0.67,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,325754005226,11.0,22.0,22.0,B,0.69,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,madrid,325430001317,11.0,31.0,31.0,A,0.75,93.9,117685,26618,5.4,3.54,92.49,2.56
2021,cundinamarca,tabio,425785000421,11.0,26.0,26.0,A+,0.79,96.95,22653,3487,2.4,2.06,83.91,1.0
2021,cundinamarca,soacha,325754001549,11.0,19.0,18.0,C,0.66,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,villeta,325875000507,11.0,33.0,33.0,A,0.74,95.84,28051,3591,2.98,3.08,99.37,1.09
2021,cundinamarca,anolaima,325040000778,11.0,3.0,3.0,SC,0.68,94.34,14376,609,3.77,3.05,102.62,2.61
2021,cundinamarca,soacha,325754003363,11.0,51.0,51.0,B,0.69,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,cota,425214000262,11.0,43.0,43.0,A,0.74,92.22,34237,8256,3.65,3.12,191.43,4.66
2021,cundinamarca,girardot,325307001604,11.0,1.0,1.0,SC,0.64,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,fusagasugá,425290002444,11.0,26.0,26.0,A,0.73,88.77,144966,30378,3.29,4.22,95.58,7.01
2021,cundinamarca,funza,325286001242,11.0,26.0,26.0,B,0.7,92.22,97629,21449,2.64,3.25,104.56,4.53
2021,cundinamarca,zipaquirá,325899800016,11.0,4.0,4.0,SC,0.71,84.19,136724,26371,4.83,4.34,90.64,11.47
2021,cundinamarca,facatativá,325269800051,11.0,59.0,52.0,D,0.59,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,girardot,325307001981,11.0,5.0,4.0,SC,0.64,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,facatativá,325269800077,11.0,8.0,4.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,la calera,425377800029,11.0,133.0,133.0,A,0.76,92.88,31209,7026,5.17,2.89,138.75,4.23
2021,cundinamarca,soacha,325754800026,11.0,5.0,5.0,SC,0.68,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,funza,325286800013,11.0,4.0,4.0,SC,0.7,92.22,97629,21449,2.64,3.25,104.56,4.53
2021,cundinamarca,girardot,325307800043,11.0,9.0,9.0,A,0.74,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,cota,425214800048,11.0,11.0,11.0,B,0.7,92.22,34237,8256,3.65,3.12,191.43,4.66
2021,cundinamarca,soacha,325754800018,11.0,18.0,17.0,A,0.75,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,125754005464,11.0,724.0,716.0,B,0.68,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,madrid,325430800091,11.0,52.0,52.0,B,0.69,93.9,117685,26618,5.4,3.54,92.49,2.56
2021,cundinamarca,soacha,325754005498,11.0,14.0,12.0,D,0.6,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,125754005600,11.0,378.0,374.0,B,0.69,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,madrid,125430800067,11.0,29.0,29.0,B,0.7,93.9,117685,26618,5.4,3.54,92.49,2.56
2021,cundinamarca,beltrán,125086000102,26.0,9.0,8.0,SC,0.6,95.74,1865,40,2.93,3.28,93.59,0.98
2021,cundinamarca,cachipay,125123000134,26.0,48.0,38.0,D,0.52,96.09,10376,180,3.89,3.4,70.04,0.51
2021,cundinamarca,caparrapí,125148000481,26.0,3.0,2.0,SC,0.64,95.7,13049,424,2.56,2.22,77.16,2.09
2021,cundinamarca,chaguaní,125168000216,26.0,1.0,1.0,SC,0.68,98.19,4343,53,3.0,1.65,65.67,0.16
2021,cundinamarca,choachí,125181000322,26.0,2.0,2.0,SC,0.67,96.65,11408,498,2.7,1.64,98.3,1.7
2021,cundinamarca,funza,125286000697,26.0,140.0,128.0,D,0.58,92.22,97629,21449,2.64,3.25,104.56,4.53
2021,cundinamarca,fúquene,125288000252,26.0,6.0,4.0,SC,0.68,94.12,5099,121,4.96,1.58,129.94,4.3
2021,cundinamarca,guachetá,125317000232,26.0,34.0,25.0,D,0.52,96.78,13841,672,2.96,3.02,99.13,0.21
2021,cundinamarca,guatavita,125326000121,26.0,6.0,5.0,SC,0.65,98.27,6583,259,2.62,1.45,79.71,0.27
2021,cundinamarca,gutiérrez,125339000261,26.0,15.0,12.0,D,0.54,96.5,3550,46,1.13,2.72,82.87,0.79
2021,cundinamarca,la mesa,125386000295,26.0,6.0,3.0,SC,0.7,95.24,34181,3006,3.44,3.96,91.71,0.8
2021,cundinamarca,la peña,125398000011,26.0,7.0,5.0,SC,0.62,96.37,6136,52,1.86,1.33,78.0,2.3
2021,cundinamarca,pacho,125513000950,26.0,38.0,38.0,D,0.56,95.04,25419,1632,2.01,2.89,89.36,2.07
2021,cundinamarca,pacho,125513001069,26.0,74.0,61.0,D,0.54,95.04,25419,1632,2.01,2.89,89.36,2.07
2021,cundinamarca,puerto salgar,125572000033,26.0,1.0,1.0,SC,0.67,95.58,16124,960,1.91,4.1,89.7,0.32
2021,cundinamarca,pulí,125580000298,26.0,18.0,16.0,D,0.52,96.28,3461,32,3.05,2.18,75.34,1.55
2021,cundinamarca,pulí,225580000195,26.0,7.0,7.0,SC,0.57,96.28,3461,32,3.05,2.18,75.34,1.55
2021,cundinamarca,quipile,125596000301,26.0,1.0,1.0,SC,0.62,95.01,6532,38,2.83,2.72,82.04,2.28
2021,cundinamarca,san cayetano,125653000305,26.0,26.0,24.0,D,0.55,93.21,6177,74,2.34,3.39,85.17,3.43
2021,cundinamarca,san cayetano,225653000105,26.0,3.0,2.0,SC,0.6,93.21,6177,74,2.34,3.39,85.17,3.43
2021,cundinamarca,san cayetano,225653000024,26.0,25.0,24.0,D,0.54,93.21,6177,74,2.34,3.39,85.17,3.43
2021,cundinamarca,san francisco,125658000231,26.0,73.0,62.0,D,0.52,92.22,7599,489,2.66,3.98,79.59,3.81
2021,cundinamarca,sasaima,125718000219,26.0,60.0,57.0,D,0.54,95.69,11164,874,3.18,2.77,97.65,1.54
2021,cundinamarca,sibaté,125740000443,26.0,47.0,45.0,D,0.56,92.81,34994,5347,5.73,3.34,90.0,3.85
2021,cundinamarca,soacha,125754000608,26.0,76.0,74.0,D,0.61,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,sopó,125758000084,26.0,12.0,7.0,SC,0.72,92.28,27000,3885,3.44,2.09,93.06,5.63
2021,cundinamarca,tausa,125793000160,26.0,7.0,6.0,SC,0.66,97.11,8398,170,2.29,2.18,91.44,0.71
2021,cundinamarca,villeta,125875000265,26.0,27.0,24.0,D,0.56,95.84,28051,3591,2.98,3.08,99.37,1.09
2021,cundinamarca,villeta,125875000427,26.0,30.0,26.0,D,0.6,95.84,28051,3591,2.98,3.08,99.37,1.09
2021,antioquia,venecia,205861000398,26.0,7.0,4.0,SC,0.6,93.14,8101,729,4.23,4.57,102.3,2.29
2021,cundinamarca,choachí,225181000149,26.0,1.0,1.0,SC,0.67,96.65,11408,498,2.7,1.64,98.3,1.7
2021,cundinamarca,cucunubá,225224000105,26.0,7.0,7.0,SC,0.65,95.72,7945,222,3.11,2.76,83.25,1.52
2021,cundinamarca,facatativá,225269000211,26.0,4.0,4.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,facatativá,225269000467,26.0,8.0,8.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,guatavita,225326000096,26.0,9.0,7.0,SC,0.65,98.27,6583,259,2.62,1.45,79.71,0.27
2021,cundinamarca,la palma,225394000436,26.0,4.0,4.0,SC,0.6,98.28,9834,247,1.58,1.52,80.34,0.2
2021,cundinamarca,la vega,225402000181,26.0,9.0,8.0,SC,0.62,91.96,21332,595,3.04,3.68,74.42,4.36
2021,cundinamarca,la vega,225402003059,26.0,7.0,6.0,SC,0.62,91.96,21332,595,3.04,3.68,74.42,4.36
2021,cundinamarca,medina,225438000056,26.0,3.0,3.0,SC,0.63,94.89,8313,164,2.41,4.33,81.18,0.78
2021,cundinamarca,quipile,225596000411,26.0,12.0,9.0,D,0.51,95.01,6532,38,2.83,2.72,82.04,2.28
2021,cundinamarca,quipile,225596000497,26.0,7.0,6.0,SC,0.62,95.01,6532,38,2.83,2.72,82.04,2.28
2021,cundinamarca,sesquilé,225736000051,26.0,8.0,7.0,SC,0.66,96.78,11941,1202,2.27,2.51,85.92,0.71
2021,cundinamarca,subachoque,225769060580,26.0,2.0,2.0,SC,0.74,95.59,16090,1208,1.73,3.07,125.39,1.33
2021,cundinamarca,supatá,225777000189,26.0,13.0,11.0,D,0.5,97.31,5412,172,1.7,1.9,82.83,0.79
2021,cundinamarca,supatá,225777000090,26.0,3.0,2.0,SC,0.58,97.31,5412,172,1.7,1.9,82.83,0.79
2021,cundinamarca,tibacuy,225805000211,26.0,7.0,5.0,SC,0.69,95.63,4512,73,3.66,3.23,87.03,1.14
2021,cundinamarca,yacopí,225885001001,26.0,1.0,1.0,SC,0.61,96.38,12782,134,3.34,2.95,80.12,0.68
2021,cundinamarca,cota,325214800078,26.0,32.0,29.0,C,0.64,92.22,34237,8256,3.65,3.12,191.43,4.66
2021,cundinamarca,el rosal,325260800007,26.0,130.0,112.0,D,0.56,95.22,22750,1322,4.03,3.16,97.0,1.62
2021,cundinamarca,facatativá,325269003981,26.0,7.0,7.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,facatativá,325269004033,26.0,3.0,3.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,facatativá,325269004289,26.0,36.0,33.0,C,0.63,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,facatativá,325269004327,26.0,131.0,116.0,D,0.58,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,facatativá,325269800018,26.0,1.0,1.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,facatativá,325269800042,26.0,7.0,4.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,funza,325286000980,26.0,83.0,75.0,C,0.63,92.22,97629,21449,2.64,3.25,104.56,4.53
2021,cundinamarca,fusagasugá,325290002142,26.0,90.0,88.0,C,0.62,88.77,144966,30378,3.29,4.22,95.58,7.01
2021,cundinamarca,fusagasugá,325290002151,26.0,12.0,10.0,D,0.58,88.77,144966,30378,3.29,4.22,95.58,7.01
2021,cundinamarca,fusagasugá,325290002167,26.0,4.0,4.0,SC,0.67,88.77,144966,30378,3.29,4.22,95.58,7.01
2021,cundinamarca,girardot,325307000349,26.0,2.0,2.0,SC,0.64,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,girardot,325307001817,26.0,74.0,69.0,D,0.56,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,girardot,325307001825,26.0,2.0,1.0,SC,0.64,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,girardot,325307001981,26.0,79.0,74.0,D,0.58,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,girardot,325307800027,26.0,30.0,27.0,D,0.56,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,girardot,325307800035,26.0,94.0,86.0,D,0.55,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,girardot,325307800043,26.0,5.0,5.0,SC,0.64,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,girardot,325307800051,26.0,8.0,8.0,SC,0.64,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,soacha,325754003622,26.0,92.0,81.0,D,0.58,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,325754004980,26.0,100.0,87.0,D,0.6,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,325754005331,26.0,243.0,228.0,C,0.64,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,325754005366,26.0,553.0,444.0,D,0.54,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,325754005510,26.0,95.0,84.0,D,0.57,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,325754005587,26.0,524.0,414.0,D,0.54,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,325754800026,26.0,21.0,21.0,C,0.63,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,325754800077,26.0,16.0,14.0,D,0.55,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,villeta,325875004642,26.0,19.0,18.0,D,0.6,95.84,28051,3591,2.98,3.08,99.37,1.09
2021,cundinamarca,zipaquirá,325899001555,26.0,69.0,64.0,D,0.61,84.19,136724,26371,4.83,4.34,90.64,11.47
2021,cundinamarca,zipaquirá,325899090281,26.0,155.0,142.0,C,0.64,84.19,136724,26371,4.83,4.34,90.64,11.47
2021,cundinamarca,zipaquirá,325899800024,26.0,2.0,2.0,SC,0.71,84.19,136724,26371,4.83,4.34,90.64,11.47
2021,cundinamarca,zipaquirá,325899800067,26.0,56.0,53.0,D,0.61,84.19,136724,26371,4.83,4.34,90.64,11.47
2021,cundinamarca,zipaquirá,325899800164,26.0,4.0,3.0,SC,0.71,84.19,136724,26371,4.83,4.34,90.64,11.47
2021,cundinamarca,fusagasugá,425290002229,26.0,18.0,13.0,D,0.55,88.77,144966,30378,3.29,4.22,95.58,7.01
2021,cundinamarca,ubalá,425839001071,26.0,5.0,3.0,SC,0.64,96.29,8004,108,2.83,2.13,90.43,1.59
2021,cundinamarca,la vega,225402003059,26.0,7.0,6.0,SC,0.62,91.96,21332,595,3.04,3.68,74.42,4.36
2021,cundinamarca,pulí,125580000298,26.0,25.0,23.0,D,0.53,96.28,3461,32,3.05,2.18,75.34,1.55
2021,cundinamarca,sopó,225758000046,26.0,19.0,17.0,D,0.55,92.28,27000,3885,3.44,2.09,93.06,5.63
2021,cundinamarca,sopó,125758000084,26.0,12.0,7.0,SC,0.72,92.28,27000,3885,3.44,2.09,93.06,5.63
2021,cundinamarca,guatavita,125326000121,26.0,6.0,5.0,SC,0.65,98.27,6583,259,2.62,1.45,79.71,0.27
2021,cundinamarca,quipile,225596000497,26.0,7.0,6.0,SC,0.62,95.01,6532,38,2.83,2.72,82.04,2.28
2021,cundinamarca,villeta,125875000265,26.0,78.0,70.0,D,0.58,95.84,28051,3591,2.98,3.08,99.37,1.09
2021,cundinamarca,cachipay,225123000201,26.0,30.0,24.0,D,0.51,96.09,10376,180,3.89,3.4,70.04,0.51
2021,cundinamarca,soacha,125754002066,26.0,40.0,36.0,D,0.56,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,guatavita,225326000096,26.0,9.0,7.0,SC,0.65,98.27,6583,259,2.62,1.45,79.71,0.27
2021,cundinamarca,la calera,225377000139,26.0,15.0,14.0,D,0.57,92.88,31209,7026,5.17,2.89,138.75,4.23
2021,cundinamarca,tenjo,125799000161,26.0,67.0,61.0,D,0.6,90.73,22915,2582,3.24,3.63,145.05,5.64
2021,cundinamarca,fusagasugá,125290002246,26.0,38.0,37.0,D,0.56,88.77,144966,30378,3.29,4.22,95.58,7.01
2021,cundinamarca,albán,125019000386,26.0,16.0,15.0,D,0.49,94.25,8241,304,2.0,3.76,70.36,1.99
2021,cundinamarca,funza,325286000899,26.0,201.0,193.0,C,0.62,92.22,97629,21449,2.64,3.25,104.56,4.53
2021,cundinamarca,suesca,225772000270,26.0,13.0,12.0,D,0.54,92.95,17782,760,2.9,3.5,74.99,3.54
2021,cundinamarca,carmen de carupa,125154000248,26.0,45.0,39.0,D,0.55,95.78,7882,218,3.07,1.59,78.32,2.63
2021,cundinamarca,facatativá,325269003981,26.0,7.0,7.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,simijaca,125745000166,26.0,35.0,32.0,D,0.56,96.18,13412,913,6.55,2.69,81.72,1.13
2021,cundinamarca,caparrapí,125148000481,26.0,3.0,2.0,SC,0.64,95.7,13049,424,2.56,2.22,77.16,2.09
2021,cundinamarca,soacha,125754001019,26.0,110.0,104.0,D,0.6,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,mosquera,325473000772,26.0,27.0,26.0,C,0.62,91.81,73390,16253,4.17,2.51,79.68,5.73
2021,meta,granada,350313001033,26.0,59.0,51.0,D,0.55,91.22,29451,1884,3.86,3.89,90.62,4.89
2021,antioquia,venecia,205861000398,26.0,7.0,4.0,SC,0.6,93.14,8101,729,4.23,4.57,102.3,2.29
2021,cundinamarca,nemocón,125486000187,26.0,23.0,18.0,D,0.56,95.89,13766,959,2.32,3.23,93.79,0.88
2021,cundinamarca,sutatausa,125781000121,26.0,56.0,53.0,D,0.58,97.96,6145,241,1.03,1.93,92.07,0.11
2021,cundinamarca,tabio,125785000100,26.0,55.0,47.0,D,0.61,96.95,22653,3487,2.4,2.06,83.91,1.0
2021,cundinamarca,madrid,125430000842,26.0,76.0,63.0,D,0.57,93.9,117685,26618,5.4,3.54,92.49,2.56
2021,cundinamarca,sibaté,125740000346,26.0,57.0,49.0,D,0.57,92.81,34994,5347,5.73,3.34,90.0,3.85
2021,cundinamarca,girardot,125307001524,26.0,123.0,108.0,D,0.53,87.04,105557,20344,3.45,5.02,96.97,7.94
2021,cundinamarca,guachetá,325317000240,26.0,36.0,33.0,D,0.56,96.78,13841,672,2.96,3.02,99.13,0.21
2021,cundinamarca,sopó,225758000038,26.0,12.0,11.0,D,0.6,92.28,27000,3885,3.44,2.09,93.06,5.63
2021,cundinamarca,subachoque,225769060580,26.0,2.0,2.0,SC,0.74,95.59,16090,1208,1.73,3.07,125.39,1.33
2021,cundinamarca,tibacuy,225805000211,26.0,7.0,5.0,SC,0.69,95.63,4512,73,3.66,3.23,87.03,1.14
2021,cundinamarca,guasca,125322000429,26.0,24.0,23.0,D,0.57,94.27,16038,935,3.37,2.94,94.35,2.79
2021,cundinamarca,venecia,125506000197,26.0,40.0,32.0,D,0.53,93.14,8101,729,4.23,4.57,102.3,2.29
2021,cundinamarca,beltrán,125086000234,26.0,9.0,8.0,SC,0.6,95.74,1865,40,2.93,3.28,93.59,0.98
2021,cundinamarca,zipaquirá,225899000236,26.0,24.0,17.0,D,0.57,84.19,136724,26371,4.83,4.34,90.64,11.47
2021,cundinamarca,manta,125436000135,26.0,12.0,10.0,D,0.54,91.42,3880,266,5.26,1.16,75.38,7.42
2021,cundinamarca,une,125845000244,26.0,20.0,19.0,D,0.58,96.53,7226,224,3.72,1.67,77.48,1.81
2021,cundinamarca,tausa,125793000160,26.0,7.0,6.0,SC,0.66,97.11,8398,170,2.29,2.18,91.44,0.71
2021,cundinamarca,chocontá,325183000663,26.0,61.0,58.0,D,0.57,96.24,21454,1225,3.35,1.92,83.58,1.84
2021,cundinamarca,sopó,325758002922,26.0,106.0,100.0,D,0.62,92.28,27000,3885,3.44,2.09,93.06,5.63
2021,cundinamarca,facatativá,325269003997,26.0,51.0,44.0,D,0.57,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,gama,125299000289,26.0,28.0,27.0,D,0.53,97.68,3242,122,3.33,1.87,80.77,0.45
2021,cundinamarca,madrid,125430000281,26.0,70.0,58.0,D,0.6,93.9,117685,26618,5.4,3.54,92.49,2.56
2021,cundinamarca,san bernardo,225649000435,26.0,16.0,15.0,D,0.53,95.88,9088,151,4.98,2.25,72.85,1.66
2021,antioquia,granada,105313000016,26.0,26.0,22.0,D,0.56,91.22,29451,1884,3.86,3.89,90.62,4.89
2021,cundinamarca,mosquera,125473000650,26.0,301.0,245.0,D,0.56,91.81,73390,16253,4.17,2.51,79.68,5.73
2021,cundinamarca,susa,125779000149,26.0,48.0,45.0,D,0.56,96.66,6732,186,2.43,2.08,54.49,1.26
2021,meta,granada,150313000089,26.0,200.0,185.0,D,0.57,91.22,29451,1884,3.86,3.89,90.62,4.89
2021,cundinamarca,facatativá,225269000467,26.0,8.0,8.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,fusagasugá,125290001355,26.0,99.0,64.0,D,0.54,88.77,144966,30378,3.29,4.22,95.58,7.01
2021,meta,granada,150313000321,26.0,125.0,120.0,D,0.59,91.22,29451,1884,3.86,3.89,90.62,4.89
2021,meta,granada,150313001000,26.0,119.0,109.0,D,0.55,91.22,29451,1884,3.86,3.89,90.62,4.89
2021,cundinamarca,mosquera,125473000579,26.0,64.0,49.0,D,0.55,91.81,73390,16253,4.17,2.51,79.68,5.73
2021,cundinamarca,anolaima,225040000544,26.0,20.0,19.0,D,0.55,94.34,14376,609,3.77,3.05,102.62,2.61
2021,cundinamarca,choachí,125181000322,26.0,2.0,2.0,SC,0.67,96.65,11408,498,2.7,1.64,98.3,1.7
2021,cundinamarca,supatá,125777000168,26.0,17.0,17.0,D,0.54,97.31,5412,172,1.7,1.9,82.83,0.79
2021,cundinamarca,madrid,325430001059,26.0,182.0,169.0,C,0.63,93.9,117685,26618,5.4,3.54,92.49,2.56
2021,cundinamarca,suesca,125772000194,26.0,47.0,39.0,D,0.54,92.95,17782,760,2.9,3.5,74.99,3.54
2021,cundinamarca,facatativá,325269004033,26.0,3.0,3.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,tenjo,325799000569,26.0,12.0,10.0,D,0.57,90.73,22915,2582,3.24,3.63,145.05,5.64
2021,cundinamarca,soacha,325754001875,26.0,63.0,61.0,D,0.61,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,choachí,225181000149,26.0,1.0,1.0,SC,0.67,96.65,11408,498,2.7,1.64,98.3,1.7
2021,cundinamarca,junín,125372000322,26.0,9.0,9.0,D,0.54,97.68,6047,90,2.85,1.34,72.35,0.98
2021,cundinamarca,vianí,125867000159,26.0,11.0,10.0,D,0.55,92.16,4520,79,3.53,2.79,82.81,5.04
2021,cundinamarca,villeta,125875000281,26.0,87.0,66.0,D,0.55,95.84,28051,3591,2.98,3.08,99.37,1.09
2021,cundinamarca,supatá,225777000189,26.0,16.0,13.0,D,0.5,97.31,5412,172,1.7,1.9,82.83,0.79
2021,cundinamarca,tocancipá,225817000268,26.0,132.0,116.0,D,0.59,93.61,41585,7638,4.21,1.96,97.26,4.43
2021,cundinamarca,granada,225754000076,26.0,70.0,60.0,D,0.53,91.22,29451,1884,3.86,3.89,90.62,4.89
2021,cundinamarca,soacha,125754003267,26.0,162.0,129.0,D,0.55,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,soacha,125754001035,26.0,184.0,165.0,D,0.56,93.25,688156,128998,3.01,3.55,88.73,3.24
2021,cundinamarca,sesquilé,225736000051,26.0,8.0,7.0,SC,0.66,96.78,11941,1202,2.27,2.51,85.92,0.71
2021,cundinamarca,cota,125214000099,26.0,70.0,64.0,D,0.56,92.22,34237,8256,3.65,3.12,191.43,4.66
2021,cundinamarca,facatativá,225269000211,26.0,4.0,4.0,SC,0.69,89.9,146026,21090,2.88,3.59,88.01,6.52
2021,cundinamarca,cachipay,125123000134,26.0,80.0,62.0,D,0.54,96.09,10376,180,3.89,3.4,70.04,0.51
2021,cundinamarca,villeta,225875000324,26.0,29.0,28.0,D,0.54,95.84,28051,3591,2.98,3.08,99.37,1.09
2021,cundinamarca,sibaté,225740000146,26.0,22.0,18.0,D,0.54,92.81,34994,5347,5.73,3.34,90.0,3.85
2021,cundinamarca,chocontá,125183000320,26.0,27.0,23.0,D,0.61,96.24,21454,1225,3.35,1.92,83.58,1.84
2021,cundinamarca,apulo,125599000060,26.0,54.0,46.0,D,0.53,96.76,8527,445,3.19,2.25,78.06,0.98
2021,cundinamarca,cogua,125200000274,26.0,26.0,25.0,C,0.63,96.12,23055,1820,3.55,2.42,86.5,1.46
2021,meta,granada,150313000097,26.0,164.0,140.0,D,0.57,91.22,29451,1884,3.86,3.89,90.62,4.89
